N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
AC009902.3	0	0	0	0	0	0	0	0	0.0207567750923	0.0188236147917838	0	0	0	0.0358515052996017	0	0	0	0	0.0195243373625966	0	0	0	0	0	0	0.020491974416909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009908.1	0	0	0	0	0	0	0	0	0	0	0	0	0.35156012554094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0963394110143903	0	0	0	0.211810589927022	0	0	0
AC009930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009948.1	0.0783945043698908	0.142386449799477	0.0879916984147658	0.211042251035468	0.0692016888015105	0.287548499983283	0.130302223261996	0.0728499604075014	0.360579579109028	0.183936026968153	0.237147399739985	0.203014633958658	0.244361087010586	0.145968763141842	0.104950511549105	0.0723552126859092	0.154743218581	0.0990166282641344	0.169585046744553	0.0760968931639936	0.103602259489512	0.209414592581994	0.155861360721754	0.230751017221648	0.120947571567009	0.266984664435049	0.160409329856743	0.219357893800394	0.140432131892986	0.143983170508455	0.171648246768471	0.12556499797154	0.297614376440356	0.183571229357098	0.0989724509503927	0.1471903238691	0.163582785022369	0.0582350597699556	0.127505202873153	0.266728003954789
AC009948.3	0.149526336556777	0.113159102504312	0.146852663525088	0.0988677532220486	0.102660718166423	0.0999792780548801	0.231964046839264	0.115792424753859	0.376115535320987	0.250130035931757	0.150774947776844	0.243254507285023	0.0805577150850206	0.281508093336917	0.0849240563672702	0.0805042285751732	0	0.110168389789989	0.117927866383648	0.317502436265092	0	0.127090876466866	0.106717088088943	0.285265980689598	0.107655446905362	0.173281412143873	0.164746571940659	0.308290240534644	0.0520827734245305	0.0854396240570008	0.178248144132168	0.814956177741224	0.0662266473936521	0.142972175211464	0.066071542200087	0.163767654560697	0.0970700367629958	0.259175165894986	0.0472884980251653	0.131897014438649
AC009948.4	0.464676165902123	0.301422320448522	0.391171983730531	0	0.0683644338011959	0.159789103949044	0.617883490691846	0.246749368542149	0.601116206673009	0.302851046872255	0.468556417955397	0.138848128285229	0.160936413025408	0.173043265579411	0	0.643318235458495	0	0.234764758331734	0.251299915564799	0.507439449248564	0.204697600107425	0.16926621917587	0.355328378488739	0.379932024651775	0.143381106322845	0.461570339310643	0.292557369233882	0.273731285175946	0.138733076470083	0.113792921521843	0	0.682251990830304	0.0588027219821167	0.163215219701722	0.175995011667787	0.0872457016000397	0.193924362333185	0.0690365849302496	0.188943820998327	0.234223043911794
AC009948.5	0	0.0184711816888563	0.0199758729776145	0	0	0	0	0	0.0409293831143674	0.0463968353696714	0	0.0283620779520441	0	0	0	0	0	0	0	0.0259132719203193	0.094079128510562	0	0	0.0232822620644529	0	0	0.0112049605216109	0.0314517619428785	0	0.00871654811929684	0	0.00950192080655418	0	0.0333394683911825	0.0718999139813929	0	0	0	0	0.00897075321382551
AC009949.1	0	0	0	0	0	0	0	0.0227535278368785	0	0	0	0.0170714911826101	0	0	0	0	0	0	0.0463462959033441	0.0207966987396952	0	0	0	0	0	0	0	0	0	0	0.025018748099113	0	0	0	0.0432774618855215	0	0	0.0509286282272333	0.0464615953274575	0
AC009950.1	0	0.0653862023468942	0	0.0357051861863772	0.0247166538917018	0	0.0139619495252074	0.0557565023319331	0.0482953567225235	0.0328480648053731	0.0242004424301701	0.0167331702539778	0.00969756104197021	0	0	0.0387644892817786	0	0	0.0454278101248632	0	0	0.0407979639149125	0.0385399017910925	0.0274723210112425	0	0.0119198094358667	0.0264429866407164	0.061853447206	0.0626973932895727	0.0514262332801578	0.0367843939646842	0.0336358835621407	0	0.0786790025343064	0.0106049484802496	0.141943662887049	0.0233706382029816	0.0873588280116308	0.0455408245577115	0
AC009951.1	0	0	0	0.017001168735008	0	0	0	0	0.0689880879884861	0.0156407388399979	0.0172847077341728	0.0119513499862955	0	0.0148946957748154	0.21905143460456	0.0922893413530741	0	0	0.0648919062762966	0.0291185605919222	0.422864208332095	0.0145695865778771	0	0.0392431701055774	0	0.0340539926805863	0.0566592074118794	0.0883553067586856	0	0.0587683412603242	0.0175150378811694	0.0640634477026438	0	0.014048746913882	0	0	0.0166920357784876	0.0178269681820652	0	0
AC009955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009955.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009955.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339803202621806	0	0	0	0	0	0	0	0	0	0	0.102197118351288	0	0	0	0	0.262905574017977	0	0	0	0.0882257559377571
AC009955.4	0	0.224404484892742	0	0	0.0848271926761163	0	0	0.0765421984218522	0.165748954045866	0	0	0.344567965413712	0	0	0	0	0	0	0.0779537881462497	0.279837931570899	0	0	0.0881789174558452	0.28285380511759	0.0889542709263976	0.0818172213851586	0	0.339648193922359	0.0860706126997296	0.282390522158984	0	0.0769585718266135	0.0729629362829573	0.135012589826792	0	1.62382854540515	0	0	0.0781477200820287	0
AC009961.1	0.0164493608130865	0.119506646873863	0.0646209224224446	0	0.0508215779909771	0.0131984392028395	0.0574162109329565	0.0458578809928278	0.231707788915807	0.0750456889275962	0.0829336013530242	0.045874932252829	0.0531728236868088	0.114345770206659	0.0280274326997709	0.0531375194486642	0	0.174522259773041	0.17124650083229	0.0838281028494324	0.152170572767084	0.0699062028534707	0.0528296597973345	0.112975381779713	0.0532941887488549	0.196072988693948	0.0906186785209574	0	0.0515665344808953	0.0281975851788707	0.117654244915432	0.0768455636447829	0.0874269544888299	0.0134814333454066	0.0436110987062248	0.0216192542511112	0.0800899073512603	0.102642499620966	0.0780329657206748	0.101569739581794
AC009962.1	0.0587569615196009	0	0	0.0116551416399976	0	0.0377157601768003	0.0820360653455932	0.0436810447851955	0.059118431026063	0.0965024972330946	0.0355485649229957	0.016386482488422	0.037986564836839	0.0408442011595777	0	0.088576468296803	0	0.0519493220147918	0.100094871954901	0.0199622127949868	0	0.079905374905997	0.0377414092021871	0.0807093994146179	0.0253821785386626	0.140074172882852	0.0258951251288841	0.0363431584370109	0.0368390348612533	0.110793658838143	0.0600371217169904	0.0548983255621266	0.0728672597339369	0.0866799947275079	0.0311556865658947	0.0926685264831264	0.0457728628638517	0.0244425359705841	0.0334479620177999	0.0103658900236337
AC009965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009974.1	0.787834001843474	0.626030973239239	0	0.0976726485127711	0.507098822151728	0.474099539189471	1.14580042916757	0.366056755529561	0.594510534072207	0.449284520085213	0.198603191284077	0	0.875423345577768	0.427854228080961	1.00677002207704	0.318124402149805	1.96548450013518	0.261208041550419	0.83881702585503	1.00372638312903	0	0.585921527916474	0	0	0.21270823465477	0.782568236193869	0.10850341990817	0.203042436806333	0.514532014380801	0.675254699140604	0	0.184024013510671	0	0.564975760505962	0.609213501926956	0.258860872879239	0.287689988076703	0.512084558548555	0.373735030546142	1.47676342246584
AC009987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009988.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010082.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010096.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010099.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010105.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010127.1	0	0	0.0968425046829667	0	0	0.0263726744093416	0	0.0458158326882314	0	0.0374884387747611	0	0.0114582170783703	0	0	0.0420026004075789	0	0	0.0145301863078966	0.0466607673774728	0.153543937513319	0	0.0279368416024726	0.0175937396280872	0	0	0.0489733010455085	0	0	0	0.00704293251671041	0.00839616890177459	0	0.0800678912006633	0	0	0.151196016893522	0	0.0769112879976649	0.00779614152294583	0
AC010132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010132.4	0	0	0	0	0	0	0	0	0	0.119546465870627	0	0	0	0.0284610634176662	0	0	0	0	0.12399666886421	0.0834604357316717	0	0	0	0	0	0	0.0721769825412538	0	0.0342269103133428	0.0561478231193302	0	0	0	0	0	0.0430488659210722	0	0	0.0310762863484091	0
AC010136.1	0.867761703174866	0.143281736832924	0	0.234723882429459	0	0.06329674012066	0.275355208770024	0.0733080210237458	0	0.143960884956882	0	0	0	0.137094136462561	0	0.0849451895411745	0	0	0	0	0	0.201152637224846	0	0	0.0851956397604935	0	0.173834704430344	0.243972646338596	0.412169131238142	0.0676146320662357	0	0.0737068011860523	0	0.0646539162550836	0	0	0.153637258890727	0	0	0.13917302345111
AC010139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20760518819524	0	0	0	0	0	0	0	0	0	0	0	0.177641072629731
AC010145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010148.1	0.0150716645996797	0.0136871891222841	0.0592086756403428	0.029896437990791	0.0620867713633465	0.0362790599278858	0	0	0.0909863077708894	0	0	0	0.0121798496235172	0.0130961099076244	0.0256800291537759	0.0324580340796415	0	0	0	0.0512047880170095	0.0464752371585981	0.0128102587670941	0	0	0	0	0	0	0	0.0129179653594423	0.0616001466819736	0	0	0.0370569368646695	0	0	0.0293528298183428	0	0.0285989638241666	0.0664734925329889
AC010149.1	0	0.0588034873707377	0	0	0.266739842865938	0	0	0.782234721444131	0	0	0	0.0902914129022444	0	0.11252813513112	0.772293477917964	0.418342783173877	0	0	0.367689544088669	0.0549970501353212	0	0.11007196333691	0.277279370496993	0	0.279717476207863	0	0	0	0.0676624469778222	0.0554987153376039	0	0.30249612047455	0	0.106137064834935	0	0.0851023823410792	0.189160324530202	0	0.67577450429315	0
AC010157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221567948155511	0	0	0	0	0	0	0	0	0	0
AC010163.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010168.1	0	0	0	0	0	0	0.15870295137633	0	0	0	0	0	0	0	0.116205063431013	0	0	0	0	0	0	0.0579678832794077	0.146025361022769	0	0	0	0	0	0	0.0584552679050561	0	0	0.0604137554610788	0	0.0602722642697902	0	0.0664124528538304	0	0	0
AC010168.2	0.132079760810162	0.479787923484752	0.0162147561421093	0.221059043290235	0.136023560252932	0.324553218687953	0.115255533221351	0.26848995172293	0.19933846205074	0.406739891617306	0.116534849712562	0.24173080550763	0.173448418606971	0.10042120239041	0.386797159826794	0.133333274666692	0	0.189762412892499	0.265628825636152	0.217353853998326	0.0763656301063994	0.161376692010893	0.220934649484063	0.264580518272607	0.160471669290952	0.360791638002055	0.318334001849229	0.187219490828242	0.655582795036408	0.077829075377642	0.177131630333256	0.16968315910481	0.0584993918024006	0.169138837660683	0.138610662284412	0.303784775283852	0.35369402857379	0.111605754009385	0.37593833212637	0.218451392741978
AC010173.1	0	0	0	0	0	0	0	0	0.124112086718446	0	0	0.0215009145658476	0.0747639909099452	0	0.0525442028039751	0	0	0	0	0.157156057922817	0	0.0524224353951422	0.165069962477563	0.10589984169578	0	0	0	0.0317908839459331	0	0.0528631947881925	0	0	0	0.0252742081437629	0.0545063697525838	0	0.0900887436854094	0	0.117033337163451	0
AC010175.1	0.600107931091709	0	0.392918287229328	1.1903854037494	0	0.321004896326204	0	0.557664588502066	0.40253317411139	0	0	0.139467986000788	0.323309758309971	0.347631560315781	0.170416800612	0.861586922489056	1.22842781258449	1.06115766879858	0.567949027922676	1.52911441179813	1.850502858114	0.850109359700242	0.428297599071248	0.228976889857097	1.51222260574876	0.397397932442199	1.32238543013083	0.824859899525729	1.4632004158954	1.37161110762935	1.43075965691803	0.747597554887102	1.24036991681028	0.655775436301563	0.353561407368323	1.31452787008988	0.194790096093601	0.208034351910351	0.759149280796851	1.58806360687963
AC010177.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010181.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010183.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010185.1	0.294789860887155	0.178473742370836	0.772049967889206	0.194916908216276	0.607184115997464	0.473059847217564	0.457315083571267	0.182626999743367	0	0.717278795223762	0.495419144924645	0.342552948072111	0.635275314573978	0	0.251140548270315	0.423235681222694	0	0.695027245061056	0	0.250381307195015	1.21202526379397	0.334078064162902	0.315587704578814	0.562399378596378	0.318362653841844	0	0.216530947623761	1.31688159397967	0.102680730940028	0.421108673394977	0.301212559351164	0.0918102260387669	0.522261017604326	0.402669127553591	0.0868396439150266	3.48695813960685	0.191372725986696	0.408769252876478	0	0.260033806974442
AC010186.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010186.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010196.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173043265579411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010197.1	0	0	0	0	0	0.062201640810614	0	0	0	0	0	0.108099753855282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010198.1	0	0.0524381614182352	0	0	0	0	0	0	0	0	0	0	0	0	0.122981196317938	0.0310881879248628	0	0.102104517960001	0	0.0245218806015736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0510294814758404	0	0.0843421034632086	0.120102306257522	0	0
AC010201.1	0.165955773536473	0.0753555801121306	0	0	0	0	0	0	0.0834883620379179	0	0	0	0	0.0721013606580878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010201.2	0	0	0	0.0297264582430173	0.154334424133135	0.0480970547003811	0.0348721869746652	0.0278521444424666	0.0301563314384453	0.109391013585965	0.0604444495212409	0.041793750988865	0.0968847971390416	0.0260433008397106	0.0255340222990555	0	0	0	0.0283657931448561	0	0	0.0764245471195401	0.0320865090943009	0.0343082430287556	0.0323686444039868	0	0	0.21628433485892	0.0939580200173637	0.0256890374673056	0.0918748676014252	0.0560073084597695	0	0.0736924905007776	0	0	0.233487526555005	0	0	0.237943978555877
AC010203.2	2.03672994794762	0.876143826184102	0.842236328606407	0.212636627145028	0.662382671997233	1.03213057574741	1.62138984175268	0	0.431423114837088	0.489053724016201	0.972823048215666	0.373694125169576	1.90582594372194	1.21088887995162	1.46118137175456	0.461711652242939	0	1.42164663762489	0.608710919878849	0.546286488425488	0.991657034013245	1.54890738839164	0.918073322411096	0.98164255173186	0.347304713282012	0.958318459095063	1.65350905458145	0.331522639043834	0.224030685687335	0.735026048107596	0.657191038584357	0.600939661344656	2.08904407041731	1.05426098850395	0.757873255985687	1.26798477803885	0.730695862858292	0.222965047023534	0.101704209867521	1.5129239678513
AC010205.1	0.199590462605112	0.271884275682966	0	0.0989778509427859	0	0	0.348333538043148	0.370948382552228	0.803273327402685	0.09105766442707	0.301885697219115	0.069578683439146	0.241942269024834	0	0	0.322375507746462	0	0	0.0944473513397769	0.0847616006539918	0	0	0	0.114233459527817	0.323325991429579	0.0991282147740006	0.329860062749783	0.308633548152166	0	0.256604305213509	0.10196950784271	0.46620782932826	0.442002642961345	0.0817893639930679	0.352773965481088	0	0.194356265144617	0	0.0946823156450415	0.0880292620492543
AC010207.1	0.0921028958989673	0.209105926313209	0	0	0.0711397628198467	0.0554253058404957	0.107161191217111	0.149780417055711	0.16217163849092	0.0420194155475379	0.0232179989810522	0.0160538688921771	0	0.100037859083678	0.0588489671178129	0.074381604819199	0	0	0.0217918092248509	0.0782280754237252	0	0.0978543147856393	0	0.105428208279527	0.0746009096361156	0.0914872937996429	0.0507390093095761	0.0474739510518405	0	0.0197354116205662	0.0705821824584433	0.0645407961053614	0.0407932552291149	0	0.0406977159560659	0.0302625121171772	0	0.0239464002198965	0.0436920449379482	0.0406219307914853
AC010210.1	0.0746800980914127	0.406920132605505	0.0209556419855642	0.201042868188787	0.0769099880263454	0.0342405222747951	0.211018245705028	0.0892263341603306	0.128810615715645	0.0876104814166166	0.0537883643061043	0.0520680481069609	0.0344863742197303	0.0278105248252624	0.02726668809792	0.057439128165937	0.294822675020277	0.122622663950058	0.0504843580375712	0.054368512419489	0	0.099746164871495	0.0571063465428331	0.097696806339028	0.0576084802190003	0.0953755037861277	0.223336205977651	0.0549906599683819	0.0557409682245868	0.164593332915522	0.0218020519149414	0.0598078043909682	0.0661530622298813	0.0174873449680417	0.113139650357863	0.0280432612285842	0.0623328307499523	0.332854963056561	0.0809759232849974	0.150571956800439
AC010223.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010226.1	0.147152902643178	0.267271023057803	0.28904333773192	0.0729738178543692	1.13660080827111	0.44276537424304	0.642043343930105	0.102559004781989	0.22208726847525	0.13426893703696	0.704813049528263	0.282142132599296	0.386485228324563	0.223762843421652	0.344751228824275	0.673424261255814	0.790712155226797	0.325259055570445	0.41780158375921	0.656171701614523	0.680644729421242	0.31268390241848	0.393836872709193	0.168442769550048	0.31783989086345	0.438508063384495	0.729591961451491	0.455095116979713	0.269094329360074	0.977469984747355	0.263128212766534	0.0343723013741196	0.553991161531026	0.120602379089943	0.650227875619904	2.99772792443486	0.179117329741242	0.497369485027045	0.104710245627152	0.227155969311007
AC010230.1	0.126576437443072	0.172423785002333	0	0.188309555395385	0.06517795595453	0.253902177885133	0	0	0	0	0	0.088250928994849	0	0.0549925632137958	0	0	0	0	0	0	0	0	0	0.144889331434999	0.410094265965765	0.0628652096518733	0	0.195729467684071	0	0.108489014162774	0	0	0	0	0.167791854344289	0.748612481949493	0	0.197456334016604	0	0
AC010235.1	0	0	0	0	0.0843619612720425	0	0	0	0	0	0.0826000475633045	0.171339097975374	0	0	0	0	0	0	0	0	0	0	0	0.0937675015136923	0.265399214171629	0	0	0	0	0	0	0.0765364955643103	0	0	0	0.21532302954306	0	0	0	0
AC010240.3	0	0.309053265270004	0	0	0	0	0.131984606397784	0	0	0	0.114385382321842	0	0	0	0	0	0	0	0.107359141143189	0.0963492625155501	0	0	0	0.12985018564048	0	0	0	0.116942162970736	0	0.19445625829682	0	0.211977028221153	0	0	0.100250323101904	0.298181511797604	0	0	0	0.100063642177507
AC010245.1	0	0	0.116729040237891	0	0.183604745951488	0	0	0	0.119585452255904	0.108447987606776	0	0	0	0	0.151883408503002	0.0639905406623171	0	0	0.112485041781326	0	0	0	0.190859407543686	0	0	0	0.196428605006171	0	0.248394765563145	0	0.0607218952538155	0	0	0.0974096138803382	0	1.24967317941701	0.11573735152511	0	0	0
AC010245.2	0.153583749288252	0	0	0.0761629050099586	0.0395424102963216	0.184846007138997	0.178693811575405	0	0.154528587833678	0	0.0387165604259876	0	0.031028871405927	0	0.163553399044935	0.0413443596053017	0	0.0339473461597945	0.218030132398765	0.0652235795949311	0	0	0.0411048252750469	0	0.24879754953193	0	0.0846084936730378	0	0.160488134734029	0.065818527872531	0.313859873325634	0	0.0680237143751993	0.0629364600392245	0.0339322001930181	0	0	0.0798623733126281	0	0.304821120772097
AC010247.1	0	0.0453645632782057	0	0.148632291215086	0	0	0	0.0464202407374444	0.0502605523974088	0.0455795889941521	0.201481498404136	0.0696562516481083	0	0	0.0851134076635183	0	0.306764581960898	0	0	0.0848560951920676	0	0.127374245199234	0.0534775151571681	0	0.0539477406733114	0.148858088406442	0	0.205985080818019	0.15659670002894	0.128445187336528	0.102083186223806	0.420054813448272	0	0.040940272500432	0	0	0.145929704096878	0.0519506073889838	0.0947878700660505	0.13219109919771
AC010247.2	0.0458394463988211	0	0.225098967619871	0.0227319974799544	0.0944163535873294	0	0.0266669665100381	0	0	0.0209129878914345	0.115555565261196	0.0639198544535582	0.0185220935706991	0.039830930696028	0	0	0.140750808193824	0	0.0433829777509563	0	0	0.0389615338256479	0	0	0.123762463897597	0	0	0.0236277004467728	0	0.0196445580632337	0	0.0214145591169707	0	0	0	0.0602463924092346	0	0.119180805186492	0	0.020217462230238
AC010255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010255.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010260.1	0.674820163476621	0.183849457502487	0.132550747499051	0.937010197328843	0.694969771322398	0.541454041996007	0.314059756187497	0.188127812988649	0.0678971618983067	0.24629452607081	0.476318647770923	0.188197764242027	0.92708099370811	0.293183243639815	0.459920040205879	0.435983743910125	0	0.835288767407715	0.702523295583069	0.286581014259355	0.208088674808	0.401497432533126	0.288971874072167	0.772452158554061	0.510147385071871	0.201092929669546	0.0743509880394843	0.278265990201451	0.282062730775018	0.0578390226108763	0.344761363112778	0.504403169562382	0	0.331838172586333	1.3716478695494	2.66073111054338	0.0657123215737449	0.210540789885174	0.768295657673921	0.476206489880906
AC010261.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010261.2	0	0	0	0	0	0	0	0	0	0	0	0.0267702046822421	0	0	0	0.0413443596053017	0.353686156836665	0.0339473461597945	0	0	0	0	0	0	0	0	0	0	0	0	0.0392324841657043	0	0	0	0	0.201853808329141	0.0373890158740074	0	0	0
