N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
AC136944.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC136944.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137056.1	0.335326913787447	0.989702848245382	1.56432201164455	1.12245882785724	1.94253477709198	1.68159721181173	2.87736319186188	0.623221043090554	1.22303811928325	1.30036137057404	1.43703992945027	1.28587134707556	0.203240559012442	1.49328730118809	2.42824013743871	1.89565242440997	1.67314396176147	1.26002132921265	0.158678618340729	2.84811664685817	1.16327214279945	1.03317313388452	0.762842496381343	0.62374247265095	0.905353103535272	0.915985505647875	1.1083791818496	0.475316836396491	2.05860937839728	2.6226128194522	1.49901853671486	0.665774436157644	1.29954565652714	0.858826577008595	1.11128749182186	13.2215188580041	1.06123247862407	1.52571498501136	1.35212369563817	1.88567078733945
AC137056.2	0.274615273880578	1.18459895600173	0.0449508152907914	0.612823537783143	0.188543382291347	0.330513723694396	0.639026592773743	0.127596392057674	2.00320901355535	0.313214182796893	0.346135541499956	0.335065069534069	0.0369874289384237	0.178964562205468	0.331433695980845	0.221777226217816	0.421605459681704	0.20233173119755	0.0433165074071091	0.719174908919696	0.493971481362403	0.155607351642782	0.269490624134718	0.314346210386045	0.123572838059143	0.613754518746277	0.554708495036152	0.778519455732149	0.0956535511923451	0.647277151914975	0.350748026210752	0.106908741250454	0.263531095706371	0.356356008286447	0.505603646900564	0.481232674811251	0.423404825829604	0.237996398508266	0.21712134690819	4.68326464205655
AC137579.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319439486365021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137579.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137590.1	0.271563993059682	0	0.533416341450724	0	0.279672683732165	0.145262821771858	0.210642099099493	0.588833720384673	0	0.165191480112139	0	0.189338356752585	0.146305830023098	0.0786560298088231	0	0.0974724599179538	0	0.560234082382548	0.428352128803635	0	0	0.615513524275892	0	0	0	0.0899162998657096	0	0.279952450748126	0.0945907339568746	0.698274745702216	0.277480660735617	0.338306772312547	0.240556589926841	0.0741887362280556	0	1.54662834654616	0.17629487484835	0.188281595264317	0.171767109998479	0
AC137590.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61711320072772	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137630.1	0.286496539992632	0.104071645167648	0.675296902859613	0	0.177030662976243	0.137925377449622	0.133334832550191	0.21298698691298	0.576518101029101	0.156847409185759	0.231111130522392	0.199749545167369	0.185220935706991	0.448097970330316	0.195260170522189	0.308496596287641	1.49547733705938	0.0506605536681332	0.162686166566086	0.292004798160938	0.530067314856184	0	0.122683711242915	0.196767864429628	0.74257478338558	0.170748983760331	0.25252714096275	0.88603876675398	0.119750417669189	0.294668370948505	0.351286258476037	0.214145591169707	0.355297776682227	0.0469609008093191	0.455741558346892	1.28023583869623	0.502169864098081	0.297952012966231	0.326181788168468	0.303261933453569
AC137630.2	0	0.493236524370309	0	0	0.0699181709330413	0	0.0789907871623099	0.126178654368144	0.136617319698411	0.185840415126156	0.136915836415538	0.142003767564439	0.109729372517324	0	0.115676858597236	0.146208689876931	0	0	0.0642528193205452	0.115327147556492	0	0.0577043929008649	0.290723218763514	0.0777133686787723	0	0.134874449798564	0	0	0.0709430504676559	0.116379124283703	0.208110495551713	0.0634325198086026	0.120278294963421	0.278207760855208	0.0599982994322002	1.87379972754631	0.0661105780681312	0.070605598224119	0.128825332498859	0.299432868637236
AC137630.3	0.229197231994105	0	0	0.227319974799544	0	0.183900503266163	0	0.21298698691298	0.34591086061746	0.209129878914345	0	0.159799636133895	0.277831403560487	0.497886633700351	0.195260170522189	0	0.17593851024228	0	0	0.194669865440626	0	0.0974038345641198	0	0	0	0.682995935041324	0	0.472554008935456	0.359251253007567	0	0.351286258476037	0	0.304540951441909	0	0	0.903695886138519	0.223186606265814	0.357542415559477	0.543636313614113	0
AC137630.4	0	0.254856032947081	0	0	0	0	0	0	0.188240983300525	0.0853546791811157	0.0943261503489094	0.195662811257891	0.0755964361810371	0.162566742193601	0.0796938691797243	0	0	0.248120373497788	0.44266034187432	0	0	0	0.200289482655448	0.214157926212901	0	0	0	0	0	0	0.382332434416508	0.0874018018239619	0	0.0766668568536274	0	0.368836212401003	0.819826375208141	0	0.177504633505735	0.0825159470983616
AC137723.1	4.29752891696705	9.35514550277819	1.98620471287717	4.13696704490623	2.40818298192506	1.92693489247437	8.89732618163902	1.2333118120892	3.30656305504194	1.90296391229322	4.7795020469458	2.55566724135718	0.919312373417351	2.14168498654348	4.41497291063641	1.36103999039174	13.6807701102498	2.84970973398095	0.837371016250829	3.22070172301627	2.9232203118303	4.18987608820384	3.31522880635121	3.5447818661093	2.86661097620075	2.1971789776776	3.41196579245791	1.82423176651106	6.67004759403942	6.17515184140041	1.42066967344188	2.77528457611122	1.67948535985594	1.70927081281423	3.23940042632528	2.40879352442987	1.47699796417376	1.97177834250713	1.73886943866585	5.68626818523519
AC137723.2	1.46357981184176	0.817929914784935	0.442279881102359	0	0.927557644538839	0.722664289216781	3.79870267911209	0.836963938522364	1.35930800503947	0.924532718466809	3.63274179032182	2.19784725677624	0.181963281058878	0.880433700498258	0.863216758878873	0.484913242807911	3.28403817233642	0.796312622482014	0	1.52996818868914	0.347163015257568	1.05259771974945	1.56683744785864	0.902099907778713	0.729514422873773	1.11830573953584	5.33384273995818	0.464242757522018	0	3.66681964451666	0.460143809260069	0.315568817138274	1.49592351776114	1.29177874889554	0.397978669600524	1.03576869361856	0.877044854773198	5.1517250563528	0.213629948364943	2.18480665960436
AC137735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137761.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137767.1	0.0997507988754399	0.634114187052212	0.66617668645115	0.652962964122555	0.164366848854167	0.256117887006482	0.255330861441839	0.129774128045598	0.46167651670122	0.291254791292997	0.623619326149134	0.319919440728433	0.128978425398813	0.242692024298817	0.662850031231714	0.386678369487519	1.37828944243674	0.529161437691187	0.0377621199924843	0.711680438616641	0.553667818634287	0.118697370971503	0.619372485210781	0.0913460789456629	0.452454849093128	0.138717711057295	1.14300575023478	0.123398453357366	0.562869616800369	0.581377459689734	0.366926786458052	0.167760092459083	0.371116911886244	0.359712973073698	0.246831828474412	0.367084541460541	0.213696703817735	0.373461490161413	0.264992447081358	0.668724518737479
AC137770.1	0.0845435072732974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137810.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137834.2	0.191760594243285	0.0580485210564201	0.376663465075761	0	0	0.05128751553286	0.0743707839188652	0.356396199213874	0.257253726108278	0.116647336170483	0.128907920162989	0.0445660896778553	1.44636148653362	0.055541704358584	0	0	0	0	0	0.271454769569489	0.19710539240016	0	0.136859717820199	0	0	0.190478894865305	0.140853226984929	0	0	0	0	0	0	0	0.0564891264268932	0.252029309186991	0.0622439108772705	0.132952053717314	0.060645306311874	0
AC137894.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137932.1	0.346677437948531	0.236123868049616	0	0.2578784627078	0	0.0695407125503576	0.302517908281187	0	0.523215266930085	0.0790810277132581	0.262179261221243	0	0	0.301235858842301	0	0.186649391332252	0	0.536394334196057	0.574174130098489	0.073613072908399	0	0.147330364853272	0	0.396834223040539	0	0	0.477457021839628	0.178693053669017	0.633959174391819	0.668560926736164	0	0	0.307093519055542	0.355158843644947	0	0.569543990135656	0.0843964826401675	0	0	0.535156616287827
AC137932.2	0	0	0	0	0.271447016563572	0.0264356973445109	0	0.244935034949927	0	0.0300624200939371	0.0664444500251876	0.114855988471237	0.18637856655516	0.200399370064391	0.084205948537694	0.0354771085730788	0	0.407817457028473	0.0623630305169997	0.0839513794712698	0	0.336043229246213	0.17635783491169	0.226283044094072	0.142326833482236	0.0327268885540634	0	0	0.0344282450798919	0	0.100994799311861	0	0	0.162015107792151	0	0.303114661808961	0.256664597205686	0.239851370437816	0.125036352131246	0
AC137932.3	0.0122426390313791	0	0.0240474580162212	0	0	0.00982310065260516	0	0	0.0615897752738739	0	0.0246897409929659	0.0170714911826101	0	0.0106379056708654	0.0208597613863869	0.0131827507266085	0	0.0432967792005248	0.011586573975836	0.083186794958781	0	0.0208114203904759	0.0131063746163879	0.0420416584655653	0	0.0364824331422346	0.0674440656533027	0	0.0255860182014497	0	0.0750562442973391	0.114386511130267	0	0.0100337225226469	0.0108193654713804	0.144813562082033	0.0715294779097813	0.0254643141136167	0.104538589486779	0.0755945274920236
AC138024.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138028.1	0	0	0.0393269420640615	0	0	0	0	0.0186054316092438	0	0	0	0	0	0	0.051170728333898	0	0	0	0.037897105229276	0.0340106869469547	0	0.0170173812844374	0	0	0	0	0	0	0	0	0.0204576894644222	0	0	0.0328180736665661	0	0	0.01949641712465	0.0416440525718664	0.0189956924596174	0
AC138028.2	0.0373634011714385	0.0678624361234947	0.0733906160845274	0.0277930300646097	0.0865778476844414	0.052463589476703	0.0652081545054715	0.0954822837932799	0.0469915733796911	0.0767071131852804	0.0565131032109163	0.0716383401096398	0.135875020377924	0.154213041557636	0.00795775762707691	0.0905232038637657	0	0.0412930508322704	0.123764029710619	0.119005499354729	0.0864108067995698	0.0714538448678627	0.00999986055784444	0.0534613543131016	0.0302633667191747	0.0649489220418353	0.0823332183585034	0.00962938385937896	0.0683253894435211	0.00800606858737167	0.085899266456617	0.0785468350350426	0.0661944337509757	0.0765549810983688	0.0990591060043831	0.441957587842603	0.136438341228789	0.106857753409861	0.0974850858809381	0.115353750519411
AC138028.3	0.210366473496937	0	0	0.625930353145223	0.433295707190679	1.01274784193056	0.734280556720063	0.781952224253288	0.846642544609872	0	0	0	0.680013012783414	0.365584363900164	1.25452367774467	0	0.645933873283862	0	0.19909324296507	0.178675862411466	0	0.357604688399726	0	1.68561391218745	0.454376745389299	0	1.15889802953562	0	0.659470609981027	0	0	0.786205879317892	0	0	0.743640894370932	5.25317428648126	0.61454903556291	0.218777909990228	0.798354173232369	0.742256125072586
AC138028.4	0.267148318375785	0.264663500881629	0.381631203639543	0.240872927226617	0.325147916859347	0.389729521826936	0.762935407714017	0.789898893198952	0.733068544723182	0.531835984751277	0.58773627339353	0.626509847140668	0.294395877485502	0.611982280707672	0.2482820379648	0.60147639900591	0	0.36503056935727	0.436710219121754	0.247531438657836	0.149778731785921	0.330275549611454	0.675990573710284	0.528198180613444	0.445880269662507	0.482477706596491	0.267582959665136	0.200291184275082	0.35529202510631	0.270605118253162	0.496306872860454	0.612665313273333	0.623882538102946	0.378181606625942	0.171702450407597	5.55393368722204	0.567583499511761	0.202058297356828	0.506922446580878	0.642685181465288
AC138028.5	0	0	0	0.0796434678733169	0.330795647425142	0	0	0	0	0.146540829131736	0.323886924853961	0	0.1297874298592	0	0.0684110454069676	0	0	0	0	0.0682042270495382	0	0	0	0	0.173444886680861	0	0	0	0.167822269923487	0	0	0.300110846406292	0.142264649956734	0.0658125885894041	0	0.211078310322677	0	0.250535993698487	0	0.21250074548449
AC138028.6	0.0604697150537755	0	0.0593884590684005	0	0.0311376469742289	0.0970379173779619	0.281424666813088	0.224771691991836	0.212946024631127	0.110350583880579	0	0.0210801814198222	0	0.0788152525412296	0.0772740148524047	0.325565908632842	0	0.133659085588665	0.200302311242185	0.0256801340712836	0	0.23128481365124	0.226575787902738	0.103827577587024	0.0326525798812148	0.0600655444447048	0.133249813922315	0.0311687951237792	0	0.129571899506147	0.0308935958308886	0.254243702876585	0.133913081437007	0.148677831712095	0.0534397808707856	0.556323805749241	0.029441957844107	0.031443788682806	0.0286858027831469	0.106680536194643
AC138035.1	0.12189352245606	0.177114312341896	0.0478855801628779	0.0483580577511543	0.200853069927344	0.156485520733558	0.312009311642203	0	0.0735860427102432	0.311419194009011	0.245822774848355	0.0169971865419894	0	0.169465657259488	0	0.0262507441019516	0	0.172433309982504	0.230722855013927	0.207061799203712	0.150349162211656	0.207208374943258	0.20878925395421	0.0558115596604893	0.0263281411229381	0.314804890987944	0	0.100526995372015	0	0.104475274792225	0.0249098525687578	0.31888818445674	0.0647853710629959	0.0799204013773395	0.0861781885206793	0.160203614200291	0.0712181417708922	0.202827833853835	0.16190779002849	0.193539851980978
AC138035.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138123.1	0.0234106890568692	0	0	0	0	0	0	0.0870197616332029	0	0.0213609672558801	0.0472123573846683	0.0326445442676871	0.018918857330573	0	0	0	0.035941461601218	0	0	0	0	0	0	0.080393140012523	0	0.0232542154825111	0	0	0	0	0	0.0874931307704864	0.0414752741253175	0.0383734842558908	0	0.0923054052978477	0	0	0	0
AC138123.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138150.1	0.515035159251122	0.175396608881683	0.126456460257715	0.638520906225731	0.198905141447445	0.619871523940257	0.599240454334764	0.658086947351097	0.712529986358093	0.587426599536702	0.519335931231352	0.134658745104209	0.156080572977228	0.615347819409543	0.27423393201931	0.207969257152531	0	0.227681338899311	0.243717590526206	0.328085850807261	0	0.218878731692936	0.137842905448218	1.03171196349405	0.208582428379139	0.255796370307622	1.34771848434789	0.0663680378928748	0.807282988080223	0.551797572034797	0.526256425533068	0.421060691832966	0.228114007689246	0.316581245111099	0.568949391167416	0.592293017327856	0.250764261637739	0.401721507137229	0.732971719390063	0.795045892588524
AC138150.2	0.0564570250166077	0.0683612150534238	0.036965013162272	0.242643307834121	0.0193809293640518	0.0603990733112724	0.153270657996586	0.0349760234703802	0.284021727218452	0.0686852437257529	0.0569284662122565	0.11808797134716	0.0760409343358185	0.0654090462080931	0.0641299678069516	0.0202641191345599	0.0866761329333028	0.083193097371861	0.017810525305149	0.335664482388277	0	0.0159953378053636	0	0.0861668598538256	0	0.0934661243879174	0.207345888526743	0.13580221781356	0.196650202892284	0.241947360438609	0.0384580504169482	0.158248285452793	0.166702382771646	0.123388238329735	0.0166311959786863	0.989346469215066	0.109952914384628	0.17614332358306	0.0892741699383109	0.199202714792685
AC138207.1	0.082216621752014	0	0.322986041612365	0	0	0	0.382634271758712	0	0	0	0.0829031670039038	0	0.13288327680997	0.285759521140311	0	0	0.126223775238039	0	0	0.0698311168690684	0	0.0698805492010474	0	0.188223204873357	0	0.0816670980431675	0.543512543760193	0.169512493113544	0	0.0704680936029759	0.336031625844968	0	0	0.134764860304174	0	0.864452823193054	0	0.25651208162157	0	0.0725231902020462
AC138207.2	0	0	0.178889626706036	0.0903273477099814	0.281378004974434	0	0	0.253896072813949	0	0	0	0	0	0	0.387940684319999	0.294200412557239	0	0.241564347368782	0.0861928064056094	0.0773535745805738	0	0	0.0974986404389833	0	0.0983559418373177	0.180929139973684	0.100343609874426	0	0	0	0	0	0	0.0746411065709096	0	0	0	0.0947148268860133	0.345628940850599	0
AC138207.5	0	0	0	0	0	0.175807082584523	0	0	0	0	0	0	0	0.0951949505021208	0	0	0	0	0	0.186102487499473	0	0.186234226477119	0	0.250810872019509	0	0	0	0	0	0	0	0	0	0	0	0.143987404841141	0	0	0	0
AC138207.7	0	0.0609161875157942	0	0	0	0.0538211802223576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114985362316233	0	0	0	0	0	0	0	0	0	0
AC138230.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0886910370181127	0	0	0	0
AC138304.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057318197820318	0	0
AC138305.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138305.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138331.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138356.1	1.09549904199292	1.20944622346794	0.759466219611051	1.32087507888076	1.70337557373785	1.20646135531996	2.29929079410137	0.379261823052859	0.842888257199689	0.607589468437386	3.46555904254095	1.33290209439679	0.503408482737673	0.485284325809949	1.29928513755189	0.948323860994665	1.51698468131239	0.987565078792412	0.162634173543854	1.07642356803686	0.264948955076725	1.05892816886151	1.17278805651724	1.10646550803429	0.881525737579334	1.92031215676767	1.96434882686101	1.08505060608754	1.52632986816318	1.39922743865545	1.11936709496175	0.461603859393379	2.91124214415298	0.792211936471686	1.59458567618465	1.97620297248412	0.543843489764684	2.6136933340683	1.14127140200332	1.15581661470136
AC138356.3	0	0	0	0	0.0751563400908913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138393.3	0.234597166779307	0	0	0	0.0805340188757544	0	0	0.290673339905673	0	0	0.551964366701384	0	0.442364486064603	0.271795705098551	0	0.0842039575207454	0	0	0	0	0	0	0	0	0	0.0776763847007439	0.0861589110963658	0	0.326858033568258	0	0	0	0	0.128179491912347	0	0.102776350052403	0.152296619633391	0.325303279776046	0.0741925998684531	0
AC138430.1	0.00828398204009015	0.00752301964513783	0.0325434262670991	0.00821613146114085	0.00853133533292794	0.00664680132899517	0	0.0153961752418146	0	0	0.0250594708913631	0.0115514249821322	0.00669452633217171	0	0.0141147581205724	0	0.02543610926409	0.0146483834233611	0.0156801112041264	0.00703604338946983	0	0.0211230722765229	0.00886842874763908	0.00948249645553516	0	0.0329144525298771	0.0365088231157091	0	0.0173127799255511	0	0.0169289365950737	0	0.00733811006432405	0	0.0219627718387422	0.0217751335108252	0	0.0689217154045754	0	0.0730729130340455
AC138430.2	0	0.0807381215487113	0	0	0	0.0713344214058232	0	0	0.0894518164691978	0	0.358589095374028	0.185957314667718	0	0	0.227222400816	0	0	0	0	0	0	0.0755652764177993	0	0	0	0.264931954961466	0.0979544763059872	0	0.0929016137076447	0	0	0	0.236260936535291	0	0.15713840327481	1.05162229607191	0	0.462298559800779	0	0.392114470834476
AC138466.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122683711242915	0	0	0	0	0	0	0	0	0	0	0	0.101275901854865	0	0	0	0	0
AC138466.3	0	0	0	0	0	0	0	0	0	0	0	0.282722433159969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41802854636598	0	0	0	0	0	0	0	0	0	0	0	0
AC138466.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456980454875204	0	0	0	0	0	0	0	0	0.225208127211173	0	0	0	0	0	0	0	0	0	0	0	0	0.0691207142958061	0	0	0	0
AC138466.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228674031551687	0	0	0	0	0	0	0	0	0	0	0	0
AC138470.1	0.0472409687452268	0	0	0.0468540380319566	0.0486515475127119	0	0.0274822981165654	0.0219498977024183	0.118828981287495	0.0215523939524272	0.0476354517840038	0.0494056334172534	0	0	0	0	0	0	0	0.0200621817046085	0	0.0401527668050299	0	0.0540757230658826	0	0.023462608557473	0.104099222052119	0.0730503232052306	0.0987293902132903	0.0202451824004332	0.0482702256419366	0	0	0.0193586844664668	0	0.0310442006220489	0.023001044557178	0.0491298838459868	0	0
AC138474.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138512.1	0	0	0	0	0	0	0	0	0	0.18840963745509	0	0.0719834766455681	0.0834347763380571	0	0	0	0.158506814527031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105493799588426	0	0	0	0	0	0	0	0	0
AC138625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138625.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138627.1	0.0759887939878705	0.0230028339516962	0	0.100488536061754	0	0.0203236565226314	0	0.0470762644900934	0	0	0.0255411113720337	0	0.0409391666825515	0.0440189200173741	0	0	0.349987347395467	0.0223948857933749	0.0239722220189711	0.0430276525648867	0	0	0.0271166371373543	0	0.0273550725743133	0.050320597437565	0	0	0.0529365893823097	0	0	0	0	0	0.067154682236154	0	0.0493306744205388	0	0	0
AC138627.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138649.1	0	0	0	0	0.0844134014923303	0	0.0635779506428348	0	0.0549801408542386	0.0249298117852161	0	0.0190492858927906	0	0	0	0.0294200412557239	0	0	0	0	0	0	0	0	0	0	0.0301030829623278	0.0563318955773669	0	0	0	0	0	0.0223923319712729	0	0	0	0	0	0
AC138696.2	0	0.729901583148888	0	0	0	0.483666570249348	0	0.186721775522366	1.21301476682894	0.366680639710802	0.405221758001144	0.14009340297837	0	0	0.171181001511605	0.216362635243888	1.54242057185496	0	0	0.170663491899741	0	0.512352905577186	0	0.460007384107531	0	0.199589992975454	0	0	0.209965978962569	0.344440457521272	0.410621605572887	0.375475005145092	0.533970905891419	0.164679033331334	0	0	0.782654377129446	0.208967241380801	0	0.354485548521212
AC138761.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138781.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138811.1	0.744732280135971	0.676321550036851	0.243805253017644	0.49242166286217	0.255656469893669	0.0995915467826451	0.577661158195285	0	0.249771277010946	0.113254546614278	0.500634083292273	0.692317537156267	0.50153314308472	0.107852450845893	0.52871694372698	0.400960119053079	0.190559439071278	0.109741143957009	0.352411585193018	0.316271124877914	0.765489640290926	0.210996672102886	0.531516134027477	0.284159686027644	0.268094866393132	0.123292433333868	0.136756387972902	0.25591221259524	0.259403951848493	0.638312094409228	0.253652681558875	1.04373730654598	0.219899375833401	0.203453874974446	0.329076545362206	3.42578343540322	0.362600954501108	0.903595190569057	0.117762769320287	0.437951674904323
AC138819.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138869.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138869.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138894.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153397656967522	0	0	0	0.0620203425973273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138907.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138907.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138907.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138907.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138907.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138907.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138907.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138915.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917722659600731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138932.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138932.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
